x;y
-694;-731
903;833
-769;981
570;-560
-668;849
-532;696
762;460
217;606
-626;699
460;284
-185;44
-713;-36
488;-259
930;-905
-659;-870
677;-805
972;216
-222;-46
119;870
195;310
877;476
93;873
477;-380
-366;501
953;-922
-739;-650
-44;-877
-648;564
-416;-208
-334;-229
-985;-352
-323;906
290;-905
982;925
-197;438
108;349
960;-310
-907;-518
-586;-697
-972;-567
-389;-797
610;-87
462;-914
-907;-351
-465;-70
824;929
34;-979
-539;857
339;-58
807;291
156;984
-826;-307
314;-666
920;-92
-236;-132
-825;943
-575;605
785;-457
-594;771
-788;-745
709;421
-219;152
-578;-292
979;65
44;244
-16;-231
995;675
-39;984
952;-182
614;850
-350;465
-844;888
-258;809
-294;-363
-711;37
-936;252
-678;58
-481;-581
110;-256
-244;-938
326;-757
-248;173
-490;631
944;830
-994;628
52;-204
-695;67
-984;-293
-17;35
-922;174
136;514
-199;-639
937;817
-856;-193
-850;157
448;-584
-44;758
-916;215
-720;-209
209;-640
969;-840
670;-234
879;-50
697;-700
940;-17
836;351
-687;706
-543;796
631;-762
-914;-242
270;909
891;782
19;-752
190;254
-363;372
-800;569
-878;804
-398;15
444;249
-436;-200
425;-909
-977;-448
711;263
568;45
-860;-157
750;210
265;800
-177;-654
-69;659
-706;64
-640;-277
618;889
-57;445
-755;-281
-623;-901
669;-590
-491;-48
154;-654
-214;700
908;85
-78;-622
658;316
145;-199
356;459
893;-957
-202;-400
677;276
-812;197
304;168
99;158
112;311
-296;589
-828;307
-173;-261
166;-174
-929;102
-98;-880
300;486
154;-696
-102;-343
634;-356
-226;494
295;-999
122;44
-917;557
93;839
146;328
-918;-246
65;221
-697;-229
-841;-873
-109;-811
-299;310
37;-667
-278;-169
-850;-971
184;621
-961;-383
182;-413
-40;585
613;298
-920;-160
-563;127
8;-814
-470;974
-69;-51
-759;-527
754;-694
-572;318
-364;729
498;-388
158;572
780;-101
915;-821
-768;483
923;526
-13;-324
787;810
-355;415
185;-976
369;249
-274;-397
-219;-312
-136;-614
848;-876
187;780
857;66
-286;838
155;801
284;-680
-294;-952
532;-876
-83;-439
81;-476
-923;-829
369;-615
519;-3
939;-212
868;-130
446;29
-104;-342
-405;-57
390;682
-166;-285
-172;-677
-361;429
872;98
941;-144
54;-913
-210;324
82;-787
-25;-696
808;331
-421;48
-96;218
985;981
-707;601
670;15
-929;426
-277;-693
383;241
854;462
-620;-458
-42;-918
232;-965
336;-508
-50;-834
235;-345
717;-969
693;556
63;903
738;-385
-510;79
-530;-610
5;94
194;310
95;-300
-611;252
-162;422
223;105
-983;811
-112;594
640;-617
-225;232
449;-318
367;-766
424;-720
-691;-516
-871;-100
956;-2
-867;-108
-886;-994
-639;764
-278;589
-92;518
314;-758
-804;-850
397;-543
-138;848
-974;129
-363;665
582;-929
450;237
316;422
210;401
356;-623
42;-814
539;430
-126;937
643;282
89;-844
536;-228
-472;-253
505;340
677;132
-741;96
243;856
56;-973
925;-460
-445;860
-424;-323
-909;-418
918;-214
774;-169
-952;647
-991;312
630;-875
347;561
415;-482
-9;356
302;306
94;-960
876;484
-627;220
-538;495
833;-63
211;581
905;267
-1000;951
154;316
772;701
154;-694
-334;-977
917;607
550;200
500;531
343;906
120;-604
380;-811
-739;611
409;885
-173;-772
851;65
-582;-366
-911;-692
-17;-687
420;937
778;183
-139;513
-252;29
-825;-295
-280;-644
-356;-831
863;-660
997;970
-784;-318
-272;-943
-858;731
549;-77
333;196
417;-797
-580;-678
-52;-405
778;179
745;-700
494;-919
-309;1000
252;-313
7;210
538;52
58;333
250;804
-898;-742
-327;-158
46;80
239;-276
237;-652
521;-649
543;-298
627;797
407;-214
-744;217
-845;92
933;152
580;-976
-483;-582
450;646
506;991
-931;602
544;-988
-594;752
-305;-124
-458;-319
69;-356
128;388
-653;-85
-876;24
-150;625
-304;582
560;575
755;236
378;-907
-469;-863
991;654
733;-324
485;-53
100;-977
-454;407
618;-640
-233;171
-398;-351
-262;475
514;928
-601;-419
888;332
372;-498
706;-732
-70;-435
668;-575
-585;55
-885;-436
314;166
987;-794
-737;108
-236;425
-512;-845
901;-643
240;-485
816;-515
-516;639
-166;-876
10;472
-464;338
-119;697
315;-280
-54;128
-714;300
908;-459
-3;-41
-683;918
214;405
-834;-963
-921;393
-402;-955
981;629
689;-156
443;800
53;780
-992;5
-837;951
947;-972
-779;337
990;-338
127;313
-90;586
-358;-974
643;414
14;543
-582;-456
988;-781
-350;814
-751;-348
-636;-688
452;158
919;437
529;198
124;196
-997;-644
-533;-188
-144;-451
466;714
-513;-297
-909;354
-823;513
-571;-640
-71;-304
-799;123
121;689
821;591
485;-660
-716;309
-132;663
-411;373
-389;197
129;-498
283;143
-70;472
429;-967
-470;-668
-954;-688
-745;564
-889;-681
266;169
-155;-929
201;-410
-187;694
-547;154
17;421
37;-125
848;700
-913;-766
-787;216
128;-12
-580;-717
176;-395
639;350
735;258
-774;-29
703;138
240;563
329;903
435;-967
-923;-377
266;759
625;-373
480;614
19;360
747;-310
-937;-761
-824;652
856;822
-421;-311
-60;220
-827;204
352;-270
-216;-509
-716;585
-534;532
-377;649
-428;748
380;844
479;-259
548;719
606;91
-410;-100
-606;-986
-808;-424
-6;935
996;28
-91;412
71;564
-276;-449
676;-450
-330;-583
482;-216
58;-872
-892;317
-568;685
780;-897
66;-5
247;638
-903;-503
984;-42
-46;-22
-259;-880
182;-684
-56;974
-224;81
620;277
576;-682
243;-746
26;-462
-464;-174
-84;-821
462;-200
-238;-847
-142;-908
152;251
339;-671
160;965
684;411
558;-204
-730;270
370;-938
-475;975
535;-462
141;-494
514;-788
630;246
-258;933
837;-445
-919;-176
-62;620
-85;-518
-248;610
-803;-761
-735;-446
748;711
681;515
437;-203
-899;-497
542;522
740;-718
251;674
377;-448
632;998
353;-16
18;-564
804;771
-278;-352
-994;-800
-244;-444
-709;801
-140;-43
-690;314
347;-634
-713;-810
-726;815
78;924
918;694
774;-450
-37;-871
-291;812
366;-996
-380;653
240;-659
330;-712
828;185
183;-284
-133;362
-595;-962
372;14
907;676
233;624
-998;217
545;725
-773;83
-270;-216
-281;-578
-396;21
-637;-471
-947;-415
-996;-228
-572;862
411;389
-248;-447
-941;-445
-671;-718
-910;478
-815;169
-746;-233
-772;944
-715;-441
-311;-247
258;437
-770;-849
-334;-777
845;-26
555;352
846;-743
818;-910
255;-956
5;-649
-418;-100
652;-528
-631;-728
-424;-59
-915;-395
551;-524
528;-34
983;-110
243;376
796;-526
106;-797
158;537
965;444
352;685
974;745
-621;323
-631;-549
-858;-910
921;93
-301;-225
-16;852
-815;-899
-392;620
516;-401
-546;704
540;-626
-978;-835
-49;-43
340;723
511;-532
679;-454
325;508
-916;-206
-611;-186
-350;-660
-920;786
267;17
954;569
-963;-842
-598;-408
-769;-926
314;44
-616;741
473;-431
-126;-375
747;-953
-153;-980
724;-628
208;-858
495;813
-296;834
689;-179
178;309
-37;-374
809;-704
-98;885
-580;-840
590;-868
329;120
298;-565
-980;-72
443;468
357;-211
-968;-858
-653;174
-895;782
-6;-442
216;-342
247;-303
706;-316
926;46
-33;-914
874;16
-701;758
663;795
808;-154
-325;912
-430;-268
455;418
228;865
-15;-904
-496;633
129;-837
-441;38
53;548
-771;265
-60;514
-937;-585
-193;135
138;-370
-314;-504
-172;251
-119;-48
440;-290
664;650
-851;-427
-930;234
954;296
-379;142
816;679
-415;-795
-801;593
970;-124
-616;-373
-530;-90
-797;-634
696;-73
-675;259
496;-779
-598;-266
-200;896
-639;-711
-905;-882
287;905
604;395
-873;-577
-10;428
-530;621
-918;-421
552;330
369;349
-868;-379
-933;152
-773;-914
-618;-49
473;-782
481;938
413;-273
118;-455
-85;-481
-286;966
297;-249
-753;915
-782;525
-785;812
-897;638
147;177
-3;376
361;-454
-372;17
-19;-420
559;-641
-315;-262
-399;54
259;-665
-438;-928
-982;160
-784;295
-334;322
21;938
-674;-997
-35;-517
846;462
-775;-954
-677;-228
0;69
-379;685
-88;224
-513;956
-940;375
230;502
693;-757
-220;282
-388;107
119;496
-815;210
93;994
-746;57
144;-183
971;-6
-994;-852
320;989
215;-416
653;-146
-219;-175
831;479
568;779
-18;-563
-567;-821
893;618
-494;-220
-101;-418
980;-69
-910;-64
-74;-768
-464;-233
799;-575
304;519
617;22
276;293
799;518
-905;-128
-943;622
-89;-719
-770;-178
689;1
-680;-31
401;-660
-664;-109
76;306
444;-938
704;-542
81;-59
329;366
-73;636
306;-375
-508;728
-144;102
-615;-554
925;356
698;-800
603;509
-618;531
-113;547
-633;-986
-470;212
-353;985
-846;-398
613;113
683;448
497;-828
-729;982
-889;-980
-898;-417
977;-553
119;157
-596;-282
519;-977
-596;914
808;494
838;-356
611;-777
910;-828
763;685
463;-588
251;492
826;-750
-703;-993
168;-275
493;-52
-840;821
18;16
932;-53
-38;-694
3;629
-432;481
280;-557
711;-293
723;364
-790;188
-50;807
246;462
436;-518
-985;-185
-150;-108
945;535
706;-189
-882;-29
-431;228
872;-347
-341;257
614;845
141;-966
-485;396
-503;-27
587;-172
-203;343
861;-898
675;-524
-369;233
-11;-538
-892;-900
464;80
813;469
513;-688
902;-778
71;100
637;-983
196;947
-74;614
157;37
-858;-969
-838;494
630;-588
-537;-727
-268;-723
-204;-473
786;623
-741;-221
-360;310
-763;976
-659;425
-356;-34
804;102
-298;-497
-153;77
-200;-365
583;395
-390;135
-539;983
-333;389
-182;636
-90;-428
618;-63
908;-605
196;724
-248;989
-849;490
-695;-669
-406;837
942;521
6;-152
898;399
-527;-55
87;-230
-934;76
-123;430
-3;19
-158;771
-647;901
448;-806
-856;34
590;-771
-305;-168
-8;677
649;94
-73;-925
756;-547
-976;-102
-862;-825
693;-525
-484;-786
254;-976
-712;-767
-118;-857
-5;547
383;-455
306;309
38;-953
886;929
875;872
-954;-288
-508;243
374;151
700;-1000
-640;262
-858;-66
582;259
374;994
33;-474
-846;-394
748;-664
-560;688
-371;292
995;105
-126;-520
933;527
-742;-736
441;359
-118;878
653;-537
-269;-631
-393;-833
860;-347
416;-102
990;-610
-333;504
-609;961
324;-699
-172;864
-615;-905
795;-998
340;-913
-952;669
-420;854
-143;858
-448;715
964;203
108;148
-477;-813
-592;-715
-805;-120
-754;-615
-457;233
-213;880
-346;594
326;727
829;-689
-486;-790
-393;547
-430;-431
410;-731
367;-235
-525;-798
992;-833
535;-68
860;-948
-253;774
-263;546
-997;883
949;47
-654;546
-237;-437
176;-336
-741;-400
-514;358
884;227
261;205
-117;-704
-942;-541
812;-401
975;804
-867;-494
193;354
69;-373
856;-381
539;-883
-576;-669
-200;-108
-305;236
786;-164
311;-376
-344;-342
-108;-888
-942;895
471;-425
370;941
939;-553
551;-133
-977;959
-56;-187
-255;585
606;-621
291;-761
759;-97
839;-489
256;-596
833;-739
-449;-958
-462;-912
-689;403
883;-87
842;-18
-625;-967
6;-221
167;-364
-694;83
528;706
400;827
65;813
-599;721
-373;280
-794;-12
-238;445
-166;470
346;-214
647;431
799;-951
-560;-113
831;527
-787;-119
972;-961
848;-353
-974;25
904;122
-759;34
412;-643
620;231
-15;-246
940;-514
-321;854
632;756
-77;-658
516;303
579;-10
372;-302
-962;215
753;-282
-519;36
-421;-766
26;875
-900;476
696;-823
-928;383
399;-126
618;185
-947;-823
-282;610
511;124
-459;-91
290;-619
10;415
413;-402
145;-472
-478;417
79;-960
563;-266
742;-234
160;931
486;-34
-469;-802
32;946
-881;383
-244;996
-803;-908
-209;-212
-458;203
622;480
196;482
-25;-712
953;496
-77;264
-205;842
-75;104
416;-495
-532;-914
136;-764
258;976
-874;-490
-256;-99
246;131
-910;-108
-633;-277
-560;-502
-641;850
-657;850
650;-506
-545;-36
-312;482
330;-61
-796;103
558;418
564;-874
-462;932
-762;545
71;830
-662;938
741;-490
-780;222
389;769
599;-902
-517;-182
426;463
-210;737
-696;-288
150;608
-242;714
-321;156
813;683
443;-42
-189;-340
576;-462
-542;995
881;-990
-570;351
-429;474
-612;871
-786;-142
680;-729
-275;-606
947;922
987;155
-66;370
683;-710
-817;781
-896;-497
-533;74
-507;-362
-810;-354
303;-688
711;-466
37;786
-888;-915
257;-151
-288;492
-486;652
-289;735
-21;625
923;-579
-158;-420
999;-232
-544;426
76;347
412;-296
299;925
-352;863
-943;-992
1000;266
798;-739
-534;61
-623;647
760;767
418;-608
417;283
-657;-233
163;-481
68;-957
743;-55
-932;-342
-892;199
38;657
-702;188
-308;858
829;-178
-864;-807
886;-980
-994;-521
271;54
402;-9
399;259
942;843
-897;689
784;-69
311;811
545;115
391;-506
958;688
-469;-534
66;436
-514;-129
473;-427
-61;-619
-219;217
89;439
322;353
-139;-510
565;817
739;642
-68;98
361;-975
-995;459
233;-289
-399;103
774;498
405;-502
991;427
-5;-602
409;-460
-462;551
-760;687
665;759
-564;819
-129;-703
-4;-278
-454;-731
757;715
600;262
-831;2
326;-285
-398;761
-666;587
690;-364
-642;-177
0;858
-930;-777
-785;818
109;311
-583;69
-583;891
-244;-783
-357;717
-876;-270
-455;1
-756;-447
-86;-601
-491;-393
933;-212
384;241
-64;-649
866;-792
652;164
-784;379
744;-764
-746;-459
179;570
718;-869
65;48
-618;-532
423;-438
464;-433
-906;-53
702;381
-974;572
-637;607
209;543
632;-537
-522;-521
605;-360
-149;968
-585;781
981;-523
400;357
472;-1000
939;516
-611;-577
147;-774
238;-321
-758;-479
-175;502
434;-172
219;-772
767;814
468;232
773;536
-64;721
-460;-327
-939;981
-858;153
-132;-875
903;-794
-396;-903
-100;403
561;445
630;-773
-319;-982
568;989
343;-90
-839;712
681;642
-240;419
380;818
-550;-179
344;-665
-361;-121
-993;-178
-585;237
-570;-320
771;-435
642;458
328;-531
-335;-561
-696;-190
508;241
-167;-683
111;-907
251;-205
-493;-162
-557;88
361;-145
-845;196
513;217
217;720
-34;-83
-976;594
506;-798
382;34
239;941
-700;407
160;355
882;204
-928;-596
-975;893
704;693
593;439
-268;971
-196;-407
122;633
-998;-115
573;-833
186;173
281;-197
-434;945
699;-229
543;644
-920;527
-979;678
194;167
299;593
400;-574
-702;-205
-723;-414
880;-49
-142;948
-104;-443
174;-549
-304;10
852;926
-682;-110
-474;-86
373;-280
738;-901
321;316
409;904
52;-774
843;-805
975;-684
864;-392
838;503
95;167
195;164
-366;-145
63;-998
-176;602
-191;524
-289;-851
-905;636
731;-372
-773;-173
-197;-935
384;-918
-474;175
87;319
426;-999
682;788
-184;-177
-765;-710
600;479
166;-819
-989;341
338;878
-154;901
-734;302
829;168
23;851
-283;-137
996;853
-462;-865
874;712
723;547
-807;679
-951;-899
784;412
-476;-159
307;-642
-278;35
-3;-438
-885;376
43;515
851;-617
-280;775
-969;-397
410;-825
-667;-727
35;-264
458;-933
816;-812
-678;549
206;-266
88;459
-26;807
65;-467
-241;-827
-627;253
-888;-76
-524;941
-678;215
568;580
518;-616
619;-976
697;-664
346;544
207;412
-364;714
-748;-738
-231;62
628;393
-660;-747
-716;-715
180;-702
-426;113
446;416
-135;994
-800;992
715;777
560;612
-726;-337
-755;-576
-966;-42
119;-933
-17;334
816;-416
-404;188
-580;-386
-170;-757
-389;-30
-193;-904
24;-66
738;610
-970;-475
-645;532
-202;-956
735;880
-980;869
-226;-933
-819;159
846;50
351;111
-769;153
851;24
850;678
1;58
-693;-750
117;876
327;-402
94;853
-180;789
-601;-12
-378;-627
448;739
-743;223
-437;-276
899;142
-149;750
844;-532
-532;867
-691;-718
545;-750
889;-441
-212;615
275;995
-570;377
-612;-910
233;64
265;282
-903;869
-813;291
-437;930
633;-62
-485;-565
316;75
381;108
-75;-658
751;-834
-394;-657
-262;-641
-245;-285
109;-485
-152;-230
311;-617
-603;-545
-728;-457
378;-817
655;-46
311;-988
475;-304
-655;-270
483;-703
-47;394
175;-810
-957;-167
-664;-890
431;182
-638;-339
-73;704
-97;525
-565;-447
781;106
450;694
-423;519
575;-566
-292;-579
-66;-967
401;621
-715;443
-143;660
-191;-989
-625;920
130;-881
-797;885
139;675
443;892
46;194
890;268
-548;-35
112;-737
565;768
78;-371
688;936
-306;355
-307;-658
-665;733
-205;-996
719;168
-119;649
424;910
-512;38
912;891
-565;227
-24;-258
-652;-175
-437;441
307;333
298;-676
801;-922
961;812
511;-919
-697;769
488;523
267;-892
-48;68
985;-522
-527;780
-768;47
264;779
-367;-83
209;271
-960;886
-936;954
-377;-459
-145;954
363;187
726;-809
-31;-937
358;751
-902;413
540;-779
-755;-392
-583;-534
-552;-870
576;-947
-911;168
53;655
274;233
-736;340
-556;-906
-400;393
875;-53
-486;498
410;276
-147;-921
-217;-516
-186;601
-954;170
-386;-599
119;599
-677;-511
71;-891
-414;29
157;-752
805;-951
-918;-249
199;88
316;-305
-885;-771
145;-485
-386;576
-237;973
-572;-476
219;281
393;-563
-113;511
330;-848
305;763
-528;-970
-871;-556
6;-581
225;5
338;-437
-610;243
760;-203
-316;-986
-664;-362
102;-295
912;618
789;-355
943;696
-217;-353
154;-297
-401;-81
-209;445
-956;-774
658;456
533;757
-509;780
-55;-361
-347;611
-496;-705
836;754
551;-22
-410;904
-788;-519
-545;444
-80;-580
3;-567
-236;-733
-275;-411
146;-531
946;518
-527;-662
-809;-604
129;-861
-270;-3
466;-773
770;597
-251;865
-320;-593
419;-282
-723;-974
-163;72
-7;-700
695;82
-750;-101
-334;453
697;-961
717;650
298;-344
-470;375
729;861
-470;-466
-716;-113
-953;-305
-207;-98
479;-126
-427;741
-441;606
-735;780
-239;825
884;-14
641;-4
956;185
608;196
-518;334
-311;-454
-895;380
-704;418
532;-307
414;-769
-895;-630
-722;833
745;649
156;956
863;81
25;149
79;760
430;734
-249;33
-780;129
-965;-699
894;-647
746;-193
677;25
442;-206
41;-665
253;864
57;43
-223;980
-105;-118
-79;-673
142;-701
534;149
537;-50
838;124
331;-61
-999;274
231;53
-763;-561
884;185
905;-617
24;820
730;-369
-877;806
185;-695
111;-870
849;520
-409;-177
-813;502
-446;408
-587;-276
26;970
-572;-964
477;-798
-738;675
52;-567
609;10
236;420
483;421
510;-130
-922;-991
214;517
50;-326
-776;-955
6;680
-624;-438
202;-327
524;666
-154;756
-472;-544
857;974
-903;290
-191;-450
729;787
666;297
-524;-444
-1000;448
-492;-661
932;576
-846;930
653;-91
44;-973
1;-411
396;-1
-11;404
930;-336
-139;755
554;643
721;-179
341;-714
11;108
934;945
845;746
-972;-257
-923;-492
-828;-167
246;-568
703;-671
382;-881
546;-597
-494;-555
-396;734
834;766
-693;141
-64;103
-154;-584
-966;-553
737;395
147;-929
-391;-33
-82;401
-349;102
109;81
-612;513
-308;-888
590;21
-676;-1
-268;-523
-170;-262
-323;248
-91;116
-110;16
-878;-957
-695;-843
929;897
735;-568
584;-164
-640;133
928;75
-340;491
-11;-782
91;-894
-607;-732
4;-265
-960;427
381;279
438;445
-91;-365
-184;98
-730;-696
-526;-231
-523;-1
-843;-174
819;675
955;423
374;-889
-531;313
-560;725
100;-461
473;-834
510;440
-655;365
-416;454
132;-541
-584;-135
253;661
636;-349
826;162
891;752
-203;-514
-598;161
-295;102
-88;633
-910;263
816;59
-180;-895
-836;-241
148;557
799;-972
108;-616
285;418
-409;396
-319;-783
42;420
-487;-449
525;606
-346;-650
451;657
101;-544
-668;167
-821;-648
-360;612
618;863
258;-210
720;33
-212;981
556;245
-261;-505
-457;738
-134;-93
588;-823
774;-761
-5;-717
620;-207
264;832
822;-725
758;306
-723;-627
935;-865
150;-485
-844;-480
-630;-285
44;-923
176;768
-464;818
-418;846
-737;-68
491;265
764;-316
-156;-13
-157;-794
417;116
-101;-815
603;442
802;-311
-22;532
-105;357
-365;293
-914;-992
546;-601
377;564
-155;511
-398;-5
-543;676
638;251
546;745
38;38
-592;154
-429;799
-933;-369
-457;-663
791;-478
289;-469
328;223
-145;515
-772;124
191;36
314;905
-465;434
-602;602
112;-691
-700;-883
99;558
-934;-659
425;-342
591;-434
89;231
-871;-855
-815;-738
-886;653
866;936
945;364
-741;642
-373;631
-72;-667
-269;-190
-309;727
-875;840
161;-771
35;876
962;696
-147;-200
-591;-186
-688;900
-558;944
970;-850
388;-873
-166;-229
-897;-577
756;215
-390;-935
979;3
700;246
-826;832
232;64
-31;-715
-958;-391
708;-786
-27;-999
349;793
337;87
-989;-350
614;267
-84;178
-702;802
-995;-858
704;-874
642;948
782;-964
657;-343
829;161
976;-439
-87;-600
497;-419
73;204
15;423
-619;-442
63;-28
-208;461
843;-878
-10;626
-757;58
309;-711
-370;-410
386;957
-83;-108
-720;-767
50;-512
-788;-346
729;769
-289;-370
-478;825
501;-870
-129;546
793;-246
-761;316
-339;846
-454;-273
62;58
-493;-835
-866;-691
311;222
613;-312
-912;-327
485;-113
-160;-913
-186;-631
-301;-986
515;-795
-37;330
438;-459
961;-992
-614;177
246;-112
-858;-903
710;2
-1;698
-379;0
-138;786
373;757
423;383
150;-442
-363;-535
341;999
444;-486
-314;153
-828;-558
-774;-268
-366;-959
-521;612
710;791
-735;375
404;-454
586;798
-559;440
952;495
-202;-991
-130;-112
-595;-252
623;164
942;247
712;66
564;-664
316;762
744;-733
432;-877
313;610
736;464
546;-339
-598;355
695;-781
741;987
297;4
817;169
-896;-725
-905;-426
-40;463
-975;-835
-132;-719
315;-189
275;826
373;-988
-883;-48
941;449
856;-528
-594;-489
-871;195
-623;-923
794;24
-629;854
-426;-879
-724;146
140;579
165;439
768;-780
490;-762
-331;943
-356;-79
-826;920
-774;356
-476;-956
-701;-83
932;21
366;-531
-634;-351
329;-809
-623;-115
-263;-207
878;-720
543;3
143;63
150;307
-10;304
-546;-737
-40;-451
-983;-509
100;714
703;631
-519;-505
264;-94
837;302
251;481
654;-456
939;-553
-612;8
607;273
843;957
-974;966
504;287
-698;-825
709;298
-290;577
521;503
-846;-585
-161;646
607;-850
963;-105
541;512
-239;-664
-350;594
-149;947
-32;169
-383;-737
-463;440
934;-559
612;93
-414;-897
36;145
716;-159
583;-9
85;-208
-514;141
434;107
590;-824
903;-80
-625;329
